annotator,metaphor,FAMILIARITY_synthetic,MEANINGFULNESS_synthetic,DIFFICULTY_synthetic
5,Specialmente nel genere femminile certe voci sono trombe squillanti e fastidiose.,3,4,2
5,Soprattutto nelle culture tradizionali i matrimoni sono querce dalle radici solide.,1,2,4
5,Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.,4,5,1
5,Dopo un temporale le nuvole sono perle di infiniti riflessi.,2,4,4
5,Nelle scelte di vita i dubbi sono ombre che offuscano la via.,4,5,2
5,Nei momenti di sconforto i sogni sono ali per viaggiare lontano.,4,5,2
5,Negli indecisi le opinioni sono pendoli che vanno di qua e di là.,4,5,2
5,Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.,4,5,2
5,Nelle persone creative le menti sono vulcani di idee e progetti.,4,5,2
5,Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.,5,5,1
5,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,4,5,2
5,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,4,5,2
5,Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.,4,5,2
5,Per gli animi sensibili le poesie sono sorrisi per il cuore.,4,5,1
5,I malati di artrosi dicono che le fitte sono coltelli nella carne.,4,5,2
5,Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.,4,5,2
5,Specialmente in America certe università sono portaerei che trasportano talenti.,4,5,2
5,Tutti sanno che le amicizie sono alberi che crescono con il tempo.,4,5,1
5,Se non curati con farmaci specifici certi malditesta sono trapani continui.,4,5,2
5,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,4,5,2
5,Nella memoria dei popoli le stragi sono cicatrici indelebili.,4,5,2
5,In certi momenti gli occhi sono oceani di profondità infinita.,4,5,2
5,Se negative certe amicizie sono virus che infettano il carattere dei giovani.,4,5,2
5,Nelle patologie psichiatriche le ossessioni sono gabbie che imprigionano.,4,5,2
5,Per alcune persone certi profumi sono chiavi per la porta della memoria.,4,5,2
5,Spesso nella vita le delusioni sono zavorre molto pesanti.,4,5,1
5,Nel mondo dello spettacolo certe conoscenze sono ascensori per il successo.,4,5,1
5,Per i soggetti depressi le crisi sono tunnel senza fine.,4,5,2
5,Nella vita le paure sono nodi che impediscono di andare avanti.,5,5,1
5,Nei momenti difficili le speranze sono stelle che illuminano l'anima.,4,5,1
5,Nelle società multietniche le lingue sono ponti tra le persone.,5,5,1
5,Nel caso di alcuni autori certi romanzi sono mappe che aiutano ad orientarsi nella vita.,4,5,2
5,Specialmente nelle relazioni sentimentali i torti sono crepe nell'anima.,4,5,2
5,Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.,4,5,2
5,Quando c'è diffidenza i segreti sono muri tra le persone.,4,5,1
5,In politica e nel commercio certi discorsi sono fiumi che travolgono.,4,5,2
5,Nella società umana i rapporti sono corde che ci legano agli altri.,4,5,1
5,Senza il perdono i rancori sono tarli che divorano l'anima.,4,5,2
5,Negli animi fragili le tentazioni sono reti molto pericolose.,4,5,2
6,Dopo una cena a base di aglio gli aliti sono fogne insopportabili.,4,5,1
6,Nei processi importanti certi avvocati sono squali senza scrupoli.,4,5,1
6,Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.,4,5,2
6,Quando il tempo stringe gli oratori sono treni ad altà velocità.,1,2,4
6,Nell'arrampicata ad alta quota gli scalatori sono scoiattoli molto agili.,1,2,4
6,A volte nell'educazione degli adolescenti gli schiaffi sono medicine efficaci.,2,4,4
6,Specialmente per le coste italiane gli uragani sono carrarmati devastanti.,1,1,5
6,Davanti ad una punizione certi bambini sono fontane inarrestabili.,4,5,2
6,Nel mondo della speculazione finanziaria i banchieri sono vampiri sempre assetati.,4,5,2
6,Nell'utilizzo di rasoi taglienti i barbieri sono chirurghi altamente specializzati.,4,2,2
6,Negli ambienti di lavoro spesso i colleghi sono zecche fastidiose.,4,4,2
6,All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.,4,5,2
6,Alle finali olimpioniche di atletica i ginnasti sono grilli agilissimi.,1,1,4
6,In certi sport americani i giocatori sono elefanti dalla mole imponente.,1,2,4
6,Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.,4,5,2
6,Nella formazione culturale di ogni persona certi libri sono bussole di grande utilità.,4,5,1
6,Nell'educazione dei giovani certi maestri sono lanterne che illuminano la via.,4,5,1
6,Nelle campagne elettorali certi politici sono calamite per i voti.,4,5,1
6,Nei condomini del centro i portinai sono archivi pronti a spettegolare.,4,5,2
6,Specialmente per le materie umanistiche certi professori sono enciclopedie zeppe di conoscenze.,4,5,1
6,Dopo un grave lutto certi ricordi sono spine dolorose.,4,5,1
6,Nel combattimento corpo a corpo certi soldati sono leoni senza paura.,4,5,1
6,Dopo un anno di duro lavoro i viaggi sono terapie di sicura efficacia.,4,5,1
6,Secondo la giornalista di moda quelle acconciature sono cespugli incolti.,4,4,2
6,Durante la gara di formula uno le automobili sono frecce velocissime.,5,5,1
6,Alla prima dello spettacolo le ballerine sono farfalle molto aggraziate.,4,5,1
6,Per le ricerche di letteratura certe biblioteche sono miniere ricche di informazioni.,5,5,1
6,Per i faccendieri del tribunale le borse sono macigni traboccanti di documenti.,3,4,2
6,Per gli adolescenti amanti del rock certe canzoni sono droghe ipnotiche.,4,5,2
6,Per i bambini maltrattati le carezze sono balsami che curano il trauma.,4,5,2
6,Nell'ora del rientro dal lavoro le città sono giungle caotiche.,4,5,2
6,Nelle poesie dei poeti romantici le fanciulle sono rose delicate.,4,5,1
6,Quando si suda per la tensione le giacche sono forni di calore.,4,5,2
6,Nei bambini appena nati le guance sono pesche liscissime.,4,5,1
6,Alle sfilate di alta moda le indossatrici sono bambole di incantevole bellezza.,4,5,1
6,Con certi insegnanti dell'università le lezioni in classe sono sonniferi potentissimi.,4,5,1
6,Specialmente nei paesi del terzo mondo certe malattie sono cecchini senza pietà.,4,5,1
6,Per i distubi del sonno certe melodie sono camomille rilassanti.,4,5,2
6,Nelle situazioni di crisi economica certe notizie sono terremoti destabilizzanti.,4,5,1
6,Le tasche delle giacche dei nonni sono banche zeppe di monete.,1,1,5
6,Ai matrimoni tradizionali le torte sono montagne di panna e praline.,4,4,2
6,Specialmente nel genere femminile certe voci sono trombe squillanti e fastidiose.,4,4,2
6,Soprattutto nelle culture tradizionali i matrimoni sono querce dalle radici solide.,1,2,4
6,Per molti anziani i figli sono stampelle che sostengono nella vecchiaia.,4,5,1
6,Dopo un temporale le nuvole sono perle di infiniti riflessi.,2,4,4
6,Nelle scelte di vita i dubbi sono ombre che offuscano la via.,4,5,2
6,Nei momenti di sconforto i sogni sono ali per viaggiare lontano.,4,5,2
6,Negli indecisi le opinioni sono pendoli che vanno di qua e di là.,4,5,2
6,Quando si toccano argomenti delicati le parole sono pietre che pesano sull'animo.,4,5,2
6,Nelle persone creative le menti sono vulcani di idee e progetti.,4,5,2
6,Al giorno d'oggi i passatempi sono oasi dal lavoro e dalla frenesia del quotidiano.,4,5,1
6,Specialmente nella adolescenza le passioni sono venti passeggeri e instabili.,4,5,2
6,In un percorso di miglioramento spirituale le virtù sono muscoli da potenziare.,4,5,2
6,Anche dopo molti anni i rimproveri dei genitori sono tatuaggi nella memoria.,4,5,2
6,Per gli animi sensibili le poesie sono sorrisi per il cuore.,4,5,1
6,I malati di artrosi dicono che le fitte sono coltelli nella carne.,4,5,2
6,Specialmente in filosofia certe teorie sono palazzi dalle fragili fondamenta.,4,5,2
6,Specialmente in America certe università sono portaerei che trasportano talenti.,4,5,2
6,Tutti sanno che le amicizie sono alberi che crescono con il tempo.,4,5,1
6,Se non curati con farmaci specifici certi malditesta sono trapani continui.,2,2,4
6,Nei paesi in via di sviluppo le economie sono bombe ad orologeria.,4,5,2
6,Nella memoria dei popoli le stragi sono cicatrici indelebili.,4,5,1
6,In certi momenti gli occhi sono oceani di profondità infinita.,4,5,2
6,Se negative certe amicizie sono virus che infettano il carattere dei giovani.,4,5,2
6,Nelle patologie psichiatriche le ossessioni sono gabbie che imprigionano.,4,5,2
6,Per alcune persone certi profumi sono chiavi per la porta della memoria.,4,5,2
6,Spesso nella vita le delusioni sono zavorre molto pesanti.,4,5,2
6,Nel mondo dello spettacolo certe conoscenze sono ascensori per il successo.,4,5,1
6,Per i soggetti depressi le crisi sono tunnel senza fine.,4,5,2
6,Nella vita le paure sono nodi che impediscono di andare avanti.,4,5,1
6,Nei momenti difficili le speranze sono stelle che illuminano l'anima.,4,5,1
6,Nelle società multietniche le lingue sono ponti tra le persone.,5,5,1
6,Nel caso di alcuni autori certi romanzi sono mappe che aiutano ad orientarsi nella vita.,4,5,2
6,Specialmente nelle relazioni sentimentali i torti sono crepe nell'anima.,4,5,2
6,Nel corso della vita le emozioni sono fulmini che sconvolgono la routine.,4,5,2
6,Quando c'è diffidenza i segreti sono muri tra le persone.,4,5,1
6,In politica e nel commercio certi discorsi sono fiumi che travolgono.,4,5,2
6,Nella società umana i rapporti sono corde che ci legano agli altri.,4,5,1
6,Senza il perdono i rancori sono tarli che divorano l'anima.,4,5,2
6,Negli animi fragili le tentazioni sono reti molto pericolose.,4,5,2
7,Dopo una cena a base di aglio gli aliti sono fogne insopportabili.,4,5,1
7,Nei processi importanti certi avvocati sono squali senza scrupoli.,4,5,1
7,Secondo l'opinione del generale quegli eserciti sono dighe insormontabili.,4,5,2
7,Quando il tempo stringe gli oratori sono treni ad altà velocità.,1,2,4
7,Nell'arrampicata ad alta quota gli scalatori sono scoiattoli molto agili.,1,2,4
7,A volte nell'educazione degli adolescenti gli schiaffi sono medicine efficaci.,2,4,4
7,Specialmente per le coste italiane gli uragani sono carrarmati devastanti.,1,1,5
7,Davanti ad una punizione certi bambini sono fontane inarrestabili.,4,5,2
7,Nel mondo della speculazione finanziaria i banchieri sono vampiri sempre assetati.,4,5,2
7,Nell'utilizzo di rasoi taglienti i barbieri sono chirurghi altamente specializzati.,1,2,4
7,Negli ambienti di lavoro spesso i colleghi sono zecche fastidiose.,4,4,2
7,All'occhio di un investigatore alle prime armi certi delitti sono rebus insolubili.,4,5,2
7,Alle finali olimpioniche di atletica i ginnasti sono grilli agilissimi.,1,1,5
7,In certi sport americani i giocatori sono elefanti dalla mole imponente.,1,1,5
7,Durante gli scandali nazionali i giornalisti sono avvoltoi senza morale.,4,5,2
7,Nella formazione culturale di ogni persona certi libri sono bussole di grande utilità.,4,5,1
7,Nell'educazione dei giovani certi maestri sono lanterne che illuminano la via.,4,5,1
7,Nelle campagne elettorali certi politici sono calamite per i voti.,4,5,1
7,Nei condomini del centro i portinai sono archivi pronti a spettegolare.,4,5,2
7,Specialmente per le materie umanistiche certi professori sono enciclopedie zeppe di conoscenze.,4,5,1
7,Dopo un grave lutto certi ricordi sono spine dolorose.,4,5,1
7,Nel combattimento corpo a corpo certi soldati sono leoni senza paura.,4,5,1
7,Dopo un anno di duro lavoro i viaggi sono terapie di sicura efficacia.,4,5,1
7,Secondo la giornalista di moda quelle acconciature sono cespugli incolti.,4,5,2
